Id,IndicatorCode,SpatialDim,SpatialValueCode,TimeDim_year,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28474469,MDG_0000000025,KHM,ITA,2005,99.8,99.8,2022-05-09T15:22:31Z,2005,1/1/2005,12/31/2005
28474470,MDG_0000000025,KHM,ITA,2006,99.8,99.8,2022-05-09T15:22:31Z,2006,1/1/2006,12/31/2006
28474471,MDG_0000000025,KHM,ITA,2007,99.6,99.6,2022-05-09T15:22:31Z,2007,1/1/2007,12/31/2007
28474472,MDG_0000000025,KHM,ITA,2008,99.8,99.8,2022-05-09T15:22:31Z,2008,1/1/2008,12/31/2008
28474473,MDG_0000000025,KHM,ITA,2009,99.8,99.8,2022-05-09T15:22:31Z,2009,1/1/2009,12/31/2009
28474474,MDG_0000000025,KHM,ITA,2010,99.9,99.9,2022-05-09T15:22:31Z,2010,1/1/2010,12/31/2010
28474475,MDG_0000000025,KHM,ITA,2011,99.9,99.9,2022-05-09T15:22:31Z,2011,1/1/2011,12/31/2011
28474476,MDG_0000000025,KIR,ITA,2013,99.9,99.9,2022-05-09T15:22:31Z,2013,1/1/2013,12/31/2013
28474477,MDG_0000000025,KIR,ITA,2014,99.9,99.9,2022-05-09T15:22:32Z,2014,1/1/2014,12/31/2014
28474478,MDG_0000000025,KIR,ITA,2015,99.9,99.9,2022-05-09T15:22:32Z,2015,1/1/2015,12/31/2015
28474479,MDG_0000000025,KIR,ITA,2016,99.9,99.9,2022-05-09T15:22:32Z,2016,1/1/2016,12/31/2016
28474480,MDG_0000000025,KIR,ITA,2017,99.9,99.9,2022-05-09T15:22:32Z,2017,1/1/2017,12/31/2017
28474481,MDG_0000000025,KIR,ITA,2018,99.9,99.9,2022-05-09T15:22:32Z,2018,1/1/2018,12/31/2018
28474482,MDG_0000000025,KIR,ITA,2019,99.8,99.8,2022-05-09T15:22:32Z,2019,1/1/2019,12/31/2019
28474483,MDG_0000000025,KIR,CIV,2000,62.8,62.8,2022-05-09T15:22:32Z,2000,1/1/2000,12/31/2000
28474484,MDG_0000000025,KIR,CIV,2004,68,68,2022-05-09T15:22:32Z,2003-2004,1/1/2003,12/31/2004
28474485,MDG_0000000025,KIR,CIV,2005,55.1,55.1,2022-05-09T15:22:32Z,2005,1/1/2005,12/31/2005
28474486,MDG_0000000025,KIR,CIV,2006,56.8,56.8,2022-05-09T15:22:32Z,2006,1/1/2006,12/31/2006
28474487,MDG_0000000025,KIR,CIV,2012,59.4,59.4,2022-05-09T15:22:32Z,2011-2012,1/1/2011,12/31/2012
28474488,MDG_0000000025,KOR,CIV,2016,73.6,73.6,2022-05-09T15:22:32Z,2016,1/1/2016,12/31/2016
28474489,MDG_0000000025,KOR,JAM,2000,95.9,95.9,2022-05-09T15:22:32Z,2000,1/1/2000,12/31/2000
28474490,MDG_0000000025,KOR,JAM,2002,96.9,96.9,2022-05-09T15:22:32Z,2002,1/1/2002,12/31/2002
28474491,MDG_0000000025,KOR,JAM,2005,96.7,96.7,2022-05-09T15:22:32Z,2005,1/1/2005,12/31/2005
28474492,MDG_0000000025,KOR,JAM,2007,93,93,2022-05-09T15:22:32Z,2007,1/1/2007,12/31/2007
28474493,MDG_0000000025,KOR,JAM,2009,98.3,98.3,2022-05-09T15:22:32Z,2008-2009,1/1/2008,12/31/2009
28474494,MDG_0000000025,KOR,JAM,2010,95.3,95.3,2022-05-09T15:22:32Z,2010,1/1/2010,12/31/2010
28474495,MDG_0000000025,KOR,JAM,2011,99.1,99.1,2022-05-09T15:22:32Z,2011,1/1/2011,12/31/2011
28474496,MDG_0000000025,KOR,JAM,2012,99.5,99.5,2022-05-09T15:22:32Z,2012,1/1/2012,12/31/2012
28474497,MDG_0000000025,KOR,JAM,2013,99.7,99.7,2022-05-09T15:22:32Z,2013,1/1/2013,12/31/2013
28474498,MDG_0000000025,KOR,JAM,2014,99.7,99.7,2022-05-09T15:22:32Z,2014,1/1/2014,12/31/2014
28474499,MDG_0000000025,KOR,JAM,2015,99.7,99.7,2022-05-09T15:22:32Z,2015,1/1/2015,12/31/2015
28474500,MDG_0000000025,KWT,JAM,2016,99.7,99.7,2022-05-09T15:22:32Z,2016,1/1/2016,12/31/2016
28474501,MDG_0000000025,KWT,JAM,2017,99.7,99.7,2022-05-09T15:22:32Z,2017,1/1/2017,12/31/2017
28474502,MDG_0000000025,KWT,JAM,2018,99.7,99.7,2022-05-09T15:22:32Z,2018,1/1/2018,12/31/2018
28474503,MDG_0000000025,KWT,JPN,2000,99.8,99.8,2022-05-09T15:22:32Z,2000,1/1/2000,12/31/2000
28474504,MDG_0000000025,KWT,JPN,2001,99.8,99.8,2022-05-09T15:22:32Z,2001,1/1/2001,12/31/2001
28474505,MDG_0000000025,KWT,JPN,2002,99.8,99.8,2022-05-09T15:22:32Z,2002,1/1/2002,12/31/2002
28474506,MDG_0000000025,KWT,JPN,2003,99.8,99.8,2022-05-09T15:22:32Z,2003,1/1/2003,12/31/2003
28474507,MDG_0000000025,KWT,JPN,2004,99.8,99.8,2022-05-09T15:22:32Z,2004,1/1/2004,12/31/2004
28474508,MDG_0000000025,KWT,JPN,2005,99.8,99.8,2022-05-09T15:22:32Z,2005,1/1/2005,12/31/2005
28474509,MDG_0000000025,KWT,JPN,2006,99.8,99.8,2022-05-09T15:22:32Z,2006,1/1/2006,12/31/2006
28474510,MDG_0000000025,KWT,JPN,2007,99.8,99.8,2022-05-09T15:22:32Z,2007,1/1/2007,12/31/2007
28474511,MDG_0000000025,KWT,JPN,2008,99.8,99.8,2022-05-09T15:22:32Z,2008,1/1/2008,12/31/2008
28474512,MDG_0000000025,LAO,JPN,2009,99.8,99.8,2022-05-09T15:22:32Z,2009,1/1/2009,12/31/2009
28474513,MDG_0000000025,LAO,JPN,2010,99.8,99.8,2022-05-09T15:22:32Z,2010,1/1/2010,12/31/2010
28474514,MDG_0000000025,LAO,JPN,2011,99.8,99.8,2022-05-09T15:22:32Z,2011,1/1/2011,12/31/2011
28474515,MDG_0000000025,LAO,JPN,2012,99.8,99.8,2022-05-09T15:22:32Z,2012,1/1/2012,12/31/2012
28474516,MDG_0000000025,LAO,JPN,2014,99.8,99.8,2022-05-09T15:22:32Z,2014,1/1/2014,12/31/2014
28474517,MDG_0000000025,LAO,JPN,2015,99.9,99.9,2022-05-09T15:22:32Z,2015,1/1/2015,12/31/2015
28474518,MDG_0000000025,LAO,JPN,2016,99.8,99.8,2022-05-09T15:22:32Z,2016,1/1/2016,12/31/2016
28474519,MDG_0000000025,LAO,JPN,2017,99.9,99.9,2022-05-09T15:22:33Z,2017,1/1/2017,12/31/2017
28474520,MDG_0000000025,LAO,JPN,2018,99.9,99.9,2022-05-09T15:22:33Z,2018,1/1/2018,12/31/2018
28474521,MDG_0000000025,LAO,JPN,2019,99.9,99.9,2022-05-09T15:22:33Z,2019,1/1/2019,12/31/2019
28474522,MDG_0000000025,LAO,JPN,2020,99.9,99.9,2022-05-09T15:22:33Z,2020,1/1/2020,12/31/2020
28474523,MDG_0000000025,LAO,KAZ,2000,98.3,98.3,2022-05-09T15:22:33Z,2000,1/1/2000,12/31/2000
28474524,MDG_0000000025,LBN,KAZ,2001,98.5,98.5,2022-05-09T15:22:33Z,2001,1/1/2001,12/31/2001
28474525,MDG_0000000025,LBN,KAZ,2002,98.9,98.9,2022-05-09T15:22:33Z,2002,1/1/2002,12/31/2002
28474526,MDG_0000000025,LBN,KAZ,2003,99.4,99.4,2022-05-09T15:22:33Z,2003,1/1/2003,12/31/2003
28474527,MDG_0000000025,LBN,KAZ,2004,99.4,99.4,2022-05-09T15:22:33Z,2004,1/1/2004,12/31/2004
28474528,MDG_0000000025,LBN,KAZ,2005,99.4,99.4,2022-05-09T15:22:33Z,2005,1/1/2005,12/31/2005
28474529,MDG_0000000025,LBN,KAZ,2006,99.8,99.8,2022-05-09T15:22:33Z,2006,1/1/2006,12/31/2006
28474530,MDG_0000000025,LBN,KAZ,2008,99.3,99.3,2022-05-09T15:22:33Z,2008,1/1/2008,12/31/2008
28474531,MDG_0000000025,LBN,KAZ,2009,99.4,99.4,2022-05-09T15:22:33Z,2009,1/1/2009,12/31/2009
28474532,MDG_0000000025,LBN,KAZ,2010,99.4,99.4,2022-05-09T15:22:33Z,2010,1/1/2010,12/31/2010
28474533,MDG_0000000025,LBN,KAZ,2011,99.9,99.9,2022-05-09T15:22:33Z,2010-2011,1/1/2010,12/31/2011
28474534,MDG_0000000025,LBN,KAZ,2012,100,99.99,2022-05-09T15:22:33Z,2012,1/1/2012,12/31/2012
28474535,MDG_0000000025,LBN,KAZ,2013,100,99.99,2022-05-09T15:22:33Z,2013,1/1/2013,12/31/2013
28474536,MDG_0000000025,LBR,KAZ,2014,100,99.99,2022-05-09T15:22:33Z,2014,1/1/2014,12/31/2014
28474537,MDG_0000000025,LBR,KAZ,2015,99.4,99.4,2022-05-09T15:22:33Z,2015,1/1/2015,12/31/2015
28474538,MDG_0000000025,LBR,KAZ,2016,99.9,99.9,2022-05-09T15:22:33Z,2016,1/1/2016,12/31/2016
28474539,MDG_0000000025,LBR,KAZ,2017,99.9,99.9,2022-05-09T15:22:33Z,2017,1/1/2017,12/31/2017
28474540,MDG_0000000025,LBR,KAZ,2018,99.9,99.9,2022-05-09T15:22:33Z,2018,1/1/2018,12/31/2018
28474541,MDG_0000000025,LBR,JOR,2002,99.5,99.5,2022-05-09T15:22:33Z,2002,1/1/2002,12/31/2002
28474542,MDG_0000000025,LBR,JOR,2007,99.1,99.1,2022-05-09T15:22:33Z,2007,1/1/2007,12/31/2007
28474543,MDG_0000000025,LBR,JOR,2012,99.6,99.6,2022-05-09T15:22:33Z,2012,1/1/2012,12/31/2012
28474544,MDG_0000000025,LBR,JOR,2018,99.7,99.7,2022-05-09T15:22:33Z,2017-2018,1/1/2017,12/31/2018
28474545,MDG_0000000025,LBR,KEN,2000,42.6,42.6,2022-05-09T15:22:33Z,2000,1/1/2000,12/31/2000
28474546,MDG_0000000025,LBR,KEN,2003,41.6,41.6,2022-05-09T15:22:33Z,2003,1/1/2003,12/31/2003
28474547,MDG_0000000025,LBR,KEN,2009,43.8,43.8,2022-05-09T15:22:33Z,2008-2009,1/1/2008,12/31/2009
28474548,MDG_0000000025,LBY,KEN,2014,61.8,61.8,2022-05-09T15:22:33Z,2014,1/1/2014,12/31/2014
28474549,MDG_0000000025,LBY,KEN,2016,70.2,70.2,2022-05-09T15:22:33Z,2015-2016,1/1/2015,12/31/2016
28474550,MDG_0000000025,LBY,PRK,2000,96.7,96.7,2022-05-09T15:22:33Z,2000,1/1/2000,12/31/2000
28474551,MDG_0000000025,LBY,PRK,2004,97.1,97.1,2022-05-09T15:22:33Z,2004,1/1/2004,12/31/2004
28474552,MDG_0000000025,LBY,PRK,2009,100,100,2022-05-09T15:22:33Z,2009,1/1/2009,12/31/2009
28474553,MDG_0000000025,LBY,PRK,2017,99.5,99.5,2022-05-09T15:22:33Z,2017,1/1/2017,12/31/2017
28474554,MDG_0000000025,LBY,KOR,2000,99.9,99.9,2022-05-09T15:22:33Z,2000,1/1/2000,12/31/2000
28474555,MDG_0000000025,LBY,KOR,2003,99.9,99.9,2022-05-09T15:22:33Z,2003,1/1/2003,12/31/2003
28474556,MDG_0000000025,LBY,KOR,2009,99.9,99.9,2022-05-09T15:22:33Z,2009,1/1/2009,12/31/2009
28474557,MDG_0000000025,LBY,KOR,2012,99.8,99.8,2022-05-09T15:22:33Z,2012,1/1/2012,12/31/2012
28474558,MDG_0000000025,LBY,KOR,2015,100,100,2022-05-09T15:22:33Z,2013-2015,1/1/2013,12/31/2015
28474559,MDG_0000000025,LBY,KWT,2004,98.3,98.3,2022-05-09T15:22:33Z,2004,1/1/2004,12/31/2004
28474560,MDG_0000000025,LCA,KWT,2005,98.6,98.6,2022-05-09T15:22:33Z,2005,1/1/2005,12/31/2005
28474561,MDG_0000000025,LCA,KWT,2006,98.7,98.7,2022-05-09T15:22:33Z,2006,1/1/2006,12/31/2006
28474562,MDG_0000000025,LCA,KWT,2007,98.7,98.7,2022-05-09T15:22:33Z,2007,1/1/2007,12/31/2007
28474563,MDG_0000000025,LCA,KWT,2008,98.7,98.7,2022-05-09T15:22:33Z,2008,1/1/2008,12/31/2008
28474564,MDG_0000000025,LCA,KWT,2009,98.7,98.7,2022-05-09T15:22:33Z,2009,1/1/2009,12/31/2009
28474565,MDG_0000000025,LCA,KWT,2010,98.6,98.6,2022-05-09T15:22:33Z,2010,1/1/2010,12/31/2010
28474566,MDG_0000000025,LCA,KWT,2011,98.8,98.8,2022-05-09T15:22:33Z,2011,1/1/2011,12/31/2011
28474567,MDG_0000000025,LCA,KWT,2012,98.8,98.8,2022-05-09T15:22:33Z,2012,1/1/2012,12/31/2012
28474568,MDG_0000000025,LCA,KWT,2013,98.7,98.7,2022-05-09T15:22:34Z,2013,1/1/2013,12/31/2013
28474569,MDG_0000000025,LCA,KWT,2014,98.7,98.7,2022-05-09T15:22:34Z,2014,1/1/2014,12/31/2014
28474570,MDG_0000000025,LCA,KWT,2015,99.9,99.9,2022-05-09T15:22:34Z,2015,1/1/2015,12/31/2015
28474571,MDG_0000000025,LCA,KWT,2016,99.9,99.9,2022-05-09T15:22:34Z,2016,1/1/2016,12/31/2016
28474572,MDG_0000000025,LKA,KWT,2017,99.9,99.9,2022-05-09T15:22:34Z,2017,1/1/2017,12/31/2017
28474573,MDG_0000000025,LKA,KWT,2018,99.9,99.9,2022-05-09T15:22:34Z,2018,1/1/2018,12/31/2018
28474574,MDG_0000000025,LKA,KWT,2019,99.9,99.9,2022-05-09T15:22:34Z,2019,1/1/2019,12/31/2019
28474575,MDG_0000000025,LKA,KGZ,2000,98.6,98.6,2022-05-09T15:22:34Z,2000,1/1/2000,12/31/2000
28474576,MDG_0000000025,LKA,KGZ,2001,98.7,98.7,2022-05-09T15:22:34Z,2001,1/1/2001,12/31/2001
28474577,MDG_0000000025,LKA,KGZ,2002,98.8,98.8,2022-05-09T15:22:34Z,2002,1/1/2002,12/31/2002
28474578,MDG_0000000025,LKA,KGZ,2003,98.9,98.9,2022-05-09T15:22:34Z,2003,1/1/2003,12/31/2003
28474579,MDG_0000000025,LKA,KGZ,2004,98.2,98.2,2022-05-09T15:22:34Z,2004,1/1/2004,12/31/2004
28474580,MDG_0000000025,LKA,KGZ,2005,97.9,97.9,2022-05-09T15:22:34Z,2005,1/1/2005,12/31/2005
28474581,MDG_0000000025,LKA,KGZ,2006,97.6,97.6,2022-05-09T15:22:34Z,2005-2006,1/1/2005,12/31/2006
28474582,MDG_0000000025,LKA,KGZ,2007,98.4,98.4,2022-05-09T15:22:34Z,2007,1/1/2007,12/31/2007
28474583,MDG_0000000025,LKA,KGZ,2008,98.5,98.5,2022-05-09T15:22:34Z,2008,1/1/2008,12/31/2008
28474584,MDG_0000000025,LSO,KGZ,2009,98.5,98.5,2022-05-09T15:22:34Z,2009,1/1/2009,12/31/2009
28474585,MDG_0000000025,LSO,KGZ,2010,98.3,98.3,2022-05-09T15:22:34Z,2010,1/1/2010,12/31/2010
28474586,MDG_0000000025,LSO,KGZ,2011,98.6,98.6,2022-05-09T15:22:34Z,2011,1/1/2011,12/31/2011
28474587,MDG_0000000025,LSO,KGZ,2012,99.1,99.1,2022-05-09T15:22:34Z,2012,1/1/2012,12/31/2012
28474588,MDG_0000000025,LSO,KGZ,2013,99,99,2022-05-09T15:22:34Z,2013,1/1/2013,12/31/2013
28474589,MDG_0000000025,LSO,KGZ,2014,98.4,98.4,2022-05-09T15:22:34Z,2014,1/1/2014,12/31/2014
28474590,MDG_0000000025,LSO,KGZ,2018,99.8,99.8,2022-05-09T15:22:34Z,2018,1/1/2018,12/31/2018
28474591,MDG_0000000025,LSO,LAO,2000,16.7,16.7,2022-05-09T15:22:34Z,2000,1/1/2000,12/31/2000
28474592,MDG_0000000025,LSO,LAO,2005,14.6,14.6,2022-05-09T15:22:34Z,2005,1/1/2005,12/31/2005
28474593,MDG_0000000025,LSO,LAO,2006,18.9,18.9,2022-05-09T15:22:34Z,2006,1/1/2006,12/31/2006
28474594,MDG_0000000025,LSO,LAO,2012,40.1,40.1,2022-05-09T15:22:34Z,2011-2012,1/1/2011,12/31/2012
28474595,MDG_0000000025,LSO,LAO,2017,64.4,64.4,2022-05-09T15:22:34Z,2017,1/1/2017,12/31/2017
28474596,MDG_0000000025,LTU,LBN,2000,99.9,99.9,2022-05-09T15:22:34Z,1999-2000,1/1/1999,12/31/2000
28474597,MDG_0000000025,LTU,LBN,2004,98.2,98.2,2022-05-09T15:22:34Z,2004,1/1/2004,12/31/2004
28474598,MDG_0000000025,LTU,LSO,2000,48.1,48.1,2022-05-09T15:22:34Z,2000,1/1/2000,12/31/2000
28474599,MDG_0000000025,LTU,LSO,2005,55.4,55.4,2022-05-09T15:22:34Z,2004-2005,1/1/2004,12/31/2005
28474600,MDG_0000000025,LTU,LSO,2009,61.5,61.5,2022-05-09T15:22:34Z,2009,1/1/2009,12/31/2009
28474601,MDG_0000000025,LTU,LSO,2014,77.9,77.9,2022-05-09T15:22:34Z,2014,1/1/2014,12/31/2014
28474602,MDG_0000000025,LTU,LSO,2018,86.6,86.6,2022-05-09T15:22:34Z,2018,1/1/2018,12/31/2018
28474603,MDG_0000000025,LTU,LVA,2007,99.4,99.4,2022-05-09T15:22:34Z,2007,1/1/2007,12/31/2007
28474604,MDG_0000000025,LTU,LVA,2008,99.1,99.1,2022-05-09T15:22:34Z,2008,1/1/2008,12/31/2008
28474605,MDG_0000000025,LTU,LVA,2009,98.9,98.9,2022-05-09T15:22:34Z,2009,1/1/2009,12/31/2009
28474606,MDG_0000000025,LTU,LVA,2010,98.8,98.8,2022-05-09T15:22:34Z,2010,1/1/2010,12/31/2010
28474607,MDG_0000000025,LTU,LVA,2011,98.6,98.6,2022-05-09T15:22:34Z,2011,1/1/2011,12/31/2011
28474608,MDG_0000000025,LUX,LVA,2012,98.6,98.6,2022-05-09T15:22:34Z,2012,1/1/2012,12/31/2012
28474609,MDG_0000000025,LUX,LVA,2013,98.4,98.4,2022-05-09T15:22:34Z,2013,1/1/2013,12/31/2013
28474610,MDG_0000000025,LUX,LVA,2014,98.1,98.1,2022-05-09T15:22:34Z,2014,1/1/2014,12/31/2014
28474611,MDG_0000000025,LUX,LVA,2015,99.9,99.9,2022-05-09T15:22:34Z,2015,1/1/2015,12/31/2015
28474612,MDG_0000000025,LUX,LVA,2016,99.9,99.9,2022-05-09T15:22:34Z,2016,1/1/2016,12/31/2016
28474613,MDG_0000000025,LUX,LVA,2017,99.9,99.9,2022-05-09T15:22:34Z,2017,1/1/2017,12/31/2017
28474614,MDG_0000000025,LUX,LBR,2000,50.9,50.9,2022-05-09T15:22:34Z,1999-2000,1/1/1999,12/31/2000
28474615,MDG_0000000025,LUX,LBR,2013,61.1,61.1,2022-05-09T15:22:34Z,2013,1/1/2013,12/31/2013
28474616,MDG_0000000025,LUX,LBR,2020,84.4,84.4,2022-05-09T15:22:34Z,2019-2020,1/1/2019,12/31/2020
28474617,MDG_0000000025,LUX,LBY,2007,98.3,98.3,2022-05-09T15:22:35Z,2007,1/1/2007,12/31/2007
28474618,MDG_0000000025,LUX,LBY,2010,99.9,99.9,2022-05-09T15:22:35Z,2010,1/1/2010,12/31/2010
28474619,MDG_0000000025,LUX,LBY,2011,99.9,99.9,2022-05-09T15:22:35Z,2011,1/1/2011,12/31/2011
28474620,MDG_0000000025,LVA,LBY,2012,99.9,99.9,2022-05-09T15:22:35Z,2012,1/1/2012,12/31/2012
28474621,MDG_0000000025,LVA,LBY,2013,99.9,99.9,2022-05-09T15:22:35Z,2013,1/1/2013,12/31/2013
28474622,MDG_0000000025,LVA,LTU,2000,100,100,2022-05-09T15:22:35Z,2000,1/1/2000,12/31/2000
28474623,MDG_0000000025,LVA,LTU,2001,100,100,2022-05-09T15:22:35Z,2001,1/1/2001,12/31/2001
28474624,MDG_0000000025,LVA,LTU,2002,100,100,2022-05-09T15:22:35Z,2002,1/1/2002,12/31/2002
28474625,MDG_0000000025,LVA,LTU,2003,100,100,2022-05-09T15:22:35Z,2003,1/1/2003,12/31/2003
28474626,MDG_0000000025,LVA,LTU,2004,100,100,2022-05-09T15:22:35Z,2004,1/1/2004,12/31/2004
28474627,MDG_0000000025,LVA,LTU,2005,100,100,2022-05-09T15:22:35Z,2005,1/1/2005,12/31/2005
28474628,MDG_0000000025,LVA,LTU,2006,100,100,2022-05-09T15:22:35Z,2006,1/1/2006,12/31/2006
28474629,MDG_0000000025,LVA,LTU,2007,100,100,2022-05-09T15:22:35Z,2007,1/1/2007,12/31/2007
28474630,MDG_0000000025,LVA,LTU,2008,100,100,2022-05-09T15:22:35Z,2008,1/1/2008,12/31/2008
28474631,MDG_0000000025,LVA,LTU,2009,100,100,2022-05-09T15:22:35Z,2009,1/1/2009,12/31/2009
28474632,MDG_0000000025,MAR,LTU,2010,100,100,2022-05-09T15:22:35Z,2010,1/1/2010,12/31/2010
28474633,MDG_0000000025,MAR,LTU,2011,100,100,2022-05-09T15:22:35Z,2011,1/1/2011,12/31/2011
28474634,MDG_0000000025,MAR,LTU,2012,100,100,2022-05-09T15:22:35Z,2012,1/1/2012,12/31/2012
28474635,MDG_0000000025,MAR,LTU,2013,100,100,2022-05-09T15:22:35Z,2013,1/1/2013,12/31/2013
28474636,MDG_0000000025,MAR,LTU,2014,100,100,2022-05-09T15:22:35Z,2014,1/1/2014,12/31/2014
28474637,MDG_0000000025,MAR,LTU,2015,100,100,2022-05-09T15:22:35Z,2015,1/1/2015,12/31/2015
28474638,MDG_0000000025,MAR,LTU,2016,100,100,2022-05-09T15:22:35Z,2016,1/1/2016,12/31/2016
28474639,MDG_0000000025,MAR,LTU,2017,100,100,2022-05-09T15:22:35Z,2017,1/1/2017,12/31/2017
28474640,MDG_0000000025,MAR,LTU,2018,100,100,2022-05-09T15:22:35Z,2018,1/1/2018,12/31/2018
28474641,MDG_0000000025,MAR,LTU,2019,100,100,2022-05-09T15:22:35Z,2019,1/1/2019,12/31/2019
28474642,MDG_0000000025,MAR,LTU,2020,100,100,2022-05-09T15:22:35Z,2020,1/1/2020,12/31/2020
28474643,MDG_0000000025,MAR,LUX,2003,99.9,99.9,2022-05-09T15:22:35Z,2001-2003,1/1/2001,12/31/2003
28474644,MDG_0000000025,MDA,LUX,2009,99.9,99.9,2022-05-09T15:22:35Z,2009,1/1/2009,12/31/2009
28474645,MDG_0000000025,MDA,MDG,2000,47,47,2022-05-09T15:22:35Z,2000,1/1/2000,12/31/2000
28474646,MDG_0000000025,MDA,MDG,2004,51.3,51.3,2022-05-09T15:22:35Z,2003-2004,1/1/2003,12/31/2004
28474647,MDG_0000000025,MDA,MDG,2009,43.9,43.9,2022-05-09T15:22:35Z,2008-2009,1/1/2008,12/31/2009
28474648,MDG_0000000025,MDA,MDG,2013,44.3,44.3,2022-05-09T15:22:35Z,2012-2013,1/1/2012,12/31/2013
28474649,MDG_0000000025,MDA,MDG,2018,46.1,46.1,2022-05-09T15:22:35Z,2018,1/1/2018,12/31/2018
28474650,MDG_0000000025,MDA,MWI,2000,55.6,55.6,2022-05-09T15:22:35Z,2000,1/1/2000,12/31/2000
28474651,MDG_0000000025,MDA,MWI,2005,56.1,56.1,2022-05-09T15:22:35Z,2004-2005,1/1/2004,12/31/2005
28474652,MDG_0000000025,MDA,MWI,2006,53.6,53.6,2022-05-09T15:22:35Z,2006,1/1/2006,12/31/2006
28474653,MDG_0000000025,MDA,MWI,2010,71.4,71.4,2022-05-09T15:22:35Z,2010,1/1/2010,12/31/2010
28474654,MDG_0000000025,MDA,MWI,2014,87.4,87.4,2022-05-09T15:22:35Z,2013-2014,1/1/2013,12/31/2014
28474655,MDG_0000000025,MDA,MWI,2016,89.8,89.8,2022-05-09T15:22:35Z,2015-2016,1/1/2015,12/31/2016
28474656,MDG_0000000025,MDG,MWI,2020,96.4,96.4,2022-05-09T15:22:35Z,2019-2020,1/1/2019,12/31/2020
28474657,MDG_0000000025,MDG,MYS,2000,96.6,96.6,2022-05-09T15:22:35Z,2000,1/1/2000,12/31/2000
28474658,MDG_0000000025,MDG,MYS,2001,96.8,96.8,2022-05-09T15:22:35Z,2001,1/1/2001,12/31/2001
28474659,MDG_0000000025,MDG,MYS,2002,97,97,2022-05-09T15:22:35Z,2002,1/1/2002,12/31/2002
28474660,MDG_0000000025,MDG,MYS,2003,97.6,97.6,2022-05-09T15:22:35Z,2003,1/1/2003,12/31/2003
28474661,MDG_0000000025,MDG,MYS,2004,98,98,2022-05-09T15:22:35Z,2004,1/1/2004,12/31/2004
28474662,MDG_0000000025,MDG,MYS,2005,98.1,98.1,2022-05-09T15:22:35Z,2005,1/1/2005,12/31/2005
28474663,MDG_0000000025,MDG,MYS,2006,98.4,98.4,2022-05-09T15:22:35Z,2006,1/1/2006,12/31/2006
28474664,MDG_0000000025,MDG,MYS,2007,98.6,98.6,2022-05-09T15:22:36Z,2007,1/1/2007,12/31/2007
28474665,MDG_0000000025,MDG,MYS,2008,98.6,98.6,2022-05-09T15:22:36Z,2008,1/1/2008,12/31/2008
28474666,MDG_0000000025,MDG,MYS,2009,98.6,98.6,2022-05-09T15:22:36Z,2009,1/1/2009,12/31/2009
28474667,MDG_0000000025,MDG,MYS,2010,98.6,98.6,2022-05-09T15:22:36Z,2010,1/1/2010,12/31/2010
28474668,MDG_0000000025,MDV,MYS,2011,98.6,98.6,2022-05-09T15:22:36Z,2011,1/1/2011,12/31/2011
28474669,MDG_0000000025,MDV,MYS,2012,98.7,98.7,2022-05-09T15:22:36Z,2012,1/1/2012,12/31/2012
28474670,MDG_0000000025,MDV,MYS,2013,98.8,98.8,2022-05-09T15:22:36Z,2013,1/1/2013,12/31/2013
28474671,MDG_0000000025,MDV,MYS,2014,99,98.97,2022-05-09T15:22:36Z,2014,1/1/2014,12/31/2014
28474672,MDG_0000000025,MDV,MYS,2015,99.4,99.4,2022-05-09T15:22:36Z,2015,1/1/2015,12/31/2015
28474673,MDG_0000000025,MDV,MYS,2016,99.5,99.5,2022-05-09T15:22:36Z,2016,1/1/2016,12/31/2016
28474674,MDG_0000000025,MDV,MYS,2017,99.6,99.6,2022-05-09T15:22:36Z,2017,1/1/2017,12/31/2017
28474675,MDG_0000000025,MDV,MYS,2018,99.6,99.6,2022-05-09T15:22:36Z,2018,1/1/2018,12/31/2018
28474676,MDG_0000000025,MDV,MYS,2019,99.6,99.6,2022-05-09T15:22:36Z,2019,1/1/2019,12/31/2019
28474677,MDG_0000000025,MDV,MDV,2004,84,84,2022-05-09T15:22:36Z,2004,1/1/2004,12/31/2004
28474678,MDG_0000000025,MDV,MDV,2005,91.6,91.6,2022-05-09T15:22:36Z,2005,1/1/2005,12/31/2005
28474679,MDG_0000000025,MDV,MDV,2006,94.2,94.2,2022-05-09T15:22:36Z,2006,1/1/2006,12/31/2006
28474680,MDG_0000000025,MEX,MDV,2007,96.3,96.3,2022-05-09T15:22:36Z,2007,1/1/2007,12/31/2007
28474681,MDG_0000000025,MEX,MDV,2008,98.3,98.3,2022-05-09T15:22:36Z,2008,1/1/2008,12/31/2008
28474682,MDG_0000000025,MEX,MDV,2009,94.8,94.8,2022-05-09T15:22:36Z,2009,1/1/2009,12/31/2009
28474683,MDG_0000000025,MEX,MDV,2010,98.2,98.2,2022-05-09T15:22:36Z,2010,1/1/2010,12/31/2010
28474684,MDG_0000000025,MEX,MDV,2011,98.8,98.8,2022-05-09T15:22:36Z,2011,1/1/2011,12/31/2011
28474685,MDG_0000000025,MEX,MDV,2012,95.5,95.5,2022-05-09T15:22:36Z,2012,1/1/2012,12/31/2012
